text,category,location_label,location_mention,source,severity,sentiment
"Heatwave alert for Harni Warasia Ring Road, stay indoors.",weather,Harni,Harni Warasia Ring Road,Official App,Medium,Negative
Report: Thunderstorm expected in Vasna Bhayli Road. #Vadodara #VMC,weather,Vasna Road,Vasna Bhayli Road,Social Media,Low,Neutral
Strong winds blowing in Sardar Estate.,weather,Ajwa Road,Sardar Estate,News Headline,Low,Neutral
Urgent: Stray animal menace in Harni. #Vadodara #VMC,other,Harni,Harni,Social Media,High,Negative
Water is not draining in MS University Hostel.,flooding,Fatehgunj,MS University Hostel,Official App,High,Negative
Bahut traffic hai Harni Warasia Ring Road par.,traffic,Harni,Harni Warasia Ring Road,Official App,Medium,Negative
Drainage overflow causing water to unexpected levels in Manjalpur.,flooding,Manjalpur,Manjalpur,News Headline,High,Negative
Yellow water coming from tap in Manjalpur.,water,Manjalpur,Manjalpur,News Headline,Medium,Negative
Report: Bright School Vasna is completely dark at night. Please resolve asap.,electricity,Vasna Road,Bright School Vasna,WhatsApp,High,Negative
Urgent: Stray animal menace in Bahucharaji Road. It is very annoying.,other,Karelibaug,Bahucharaji Road,Social Media,High,Negative
Complaint: Water pipeline leakage near Sama. Calling municipal corporation.,water,Sama,Sama,WhatsApp,Medium,Negative
Help needed: Frequent power cuts in Leprosy Ground since yesterday. #Vadodara #VMC,electricity,Ajwa Road,Leprosy Ground,Social Media,Medium,Negative
"Alert: Knee deep water in Waghodia Road, please help. It's been a week.",flooding,Waghodia Road,Waghodia Road,Social Media,High,Negative
Sweepers not coming to Circuit House regularly.,garbage,Alkapuri,Circuit House,News Headline,Low,Negative
Urgent: Bus hit a divider in Fatehgunj Circle. Authorities please take note.,accident,Fatehgunj,Fatehgunj Circle,Social Media,High,Negative
"Heatwave alert for Saffron Tower, stay indoors.",weather,Fatehgunj,Saffron Tower,WhatsApp,Medium,Negative
Complaint: Kachra pada hai Tarsali road pe. VMC please help.,garbage,Tarsali,Tarsali,WhatsApp,Medium,Negative
Please check: Wrong side driving is rampant in Sayajipura. #Vadodara #VMC,traffic,Ajwa Road,Sayajipura,Social Media,Medium,Negative
Heavy rain caused flooding near Chemical Zone. VMC please help.,flooding,Nandesari,Chemical Zone,WhatsApp,High,Negative
No water supply in Alkapuri Club since morning. Authorities please take note.,water,Alkapuri,Alkapuri Club,WhatsApp,High,Negative
Garden maintenance needed in Mandvi.,other,Mandvi,Mandvi,Official App,Low,Negative
Help needed: Bus hit a divider in Vasna Road. #Vadodara #VMC,accident,Vasna Road,Vasna Road,WhatsApp,High,Negative
Help needed: Tree fallen on road in Bahucharaji Road. Please resolve asap.,other,Karelibaug,Bahucharaji Road,Social Media,Medium,Negative
Please check: Bohat garmi hai Bahucharaji Road me aaj. Very dangerous situation.,weather,Karelibaug,Bahucharaji Road,Social Media,Low,Neutral
Help needed: Strong winds blowing in Concorde Building. It is very annoying.,weather,Alkapuri,Concorde Building,Social Media,Low,Neutral
Complaint: Bus hit a divider in Kala Ghoda Circle.,accident,Kala Ghoda,Kala Ghoda Circle,WhatsApp,High,Negative
Unseasonal rain in Samta.,weather,Subhanpura,Samta,Official App,Low,Neutral
Urgent: Vishwamitri river water entering Chemical Zone low lying areas. #Vadodara #VMC,flooding,Nandesari,Chemical Zone,Social Media,High,Negative
Complaint: Foul smell coming from garbage dump in Gorwa. Calling municipal corporation.,garbage,Gorwa,Gorwa,WhatsApp,Medium,Negative
Urgent: Tree fallen on road in Uma Char Rasta. Very dangerous situation.,other,Waghodia Road,Uma Char Rasta,Social Media,High,Negative
Action required: Vishwamitri river water entering ITI Gorwa low lying areas. Calling municipal corporation.,flooding,Gorwa,ITI Gorwa,Social Media,High,Negative
Cows sitting in the middle of Eva Mall road.,other,Manjalpur,Eva Mall,Official App,Medium,Negative
Alert: Too many stray dogs in Sama attacking people. It is very annoying.,other,Sama,Sama,Social Media,Medium,Negative
Please check: Bohat garmi hai ONGC Main Gate me aaj. It is very annoying.,weather,Tarsali,ONGC Main Gate,Social Media,Low,Neutral
Help needed: Heavy rain predicted for Mandvi Gate this evening. Please resolve asap.,weather,Mandvi,Mandvi Gate,WhatsApp,Low,Neutral
Action required: Unknown person loitering suspiciously in Central Library. VMC please help.,other,Mandvi,Central Library,Social Media,Low,Negative
Help needed: No electricity in Makarpura for 4 hours.,electricity,Makarpura,Makarpura,WhatsApp,Medium,Negative
Help needed: Garbage not collected in D-Mart Waghodia for 3 days. It's been a week.,garbage,Waghodia Road,D-Mart Waghodia,WhatsApp,Medium,Negative
Need a traffic policeman at Kadak Bazar junction.,traffic,Sayajigunj,Kadak Bazar,News Headline,Medium,Negative
Alert: Unseasonal rain in Kala Ghoda Circle. #Vadodara #VMC,weather,Kala Ghoda,Kala Ghoda Circle,Social Media,Medium,Negative
"Please check: Andhera hai Mandvi me, lights fix karo.",electricity,Mandvi,Mandvi,Social Media,Medium,Negative
Complaint: Dustbins are overflowing at Raopura Tower. Calling municipal corporation.,garbage,Raopura,Raopura Tower,Social Media,High,Negative
Too many stray dogs in Raopura attacking people. Please resolve asap.,other,Raopura,Raopura,WhatsApp,Medium,Negative
Cleaning not done in Industrial Area society.,garbage,Nandesari,Industrial Area,News Headline,Medium,Negative
Complaint: Street lights not working in Sama Savli Road. It's been a week.,electricity,Sama,Sama Savli Road,WhatsApp,Medium,Negative
Alert: Street lights not working in Tarsali.,electricity,Tarsali,Tarsali,WhatsApp,Medium,Negative
Urgent: Tarsali bridge is blocked due to heavy traffic. #Vadodara #VMC,traffic,Tarsali,Tarsali,Social Media,High,Negative
Barish ka paani Waghodia Road me bhar gaya hai.,flooding,Waghodia Road,Waghodia Road,Official App,High,Negative
Urgent: It's extremely hot in Kothi Kacheri today. Calling municipal corporation.,weather,Raopura,Kothi Kacheri,Social Media,Low,Neutral
Too many stray dogs in Samta attacking people.,other,Subhanpura,Samta,Official App,Medium,Negative
Heavy rain predicted for Narhari Hospital this evening. Authorities please take note.,weather,Fatehgunj,Narhari Hospital,Social Media,Low,Neutral
Help needed: Water logging issue at Vrindavan Char Rasta. #Vadodara #VMC,flooding,Waghodia Road,Vrindavan Char Rasta,WhatsApp,High,Negative
Complaint: Pedestrian hit by a speeding car in Alkapuri. Calling municipal corporation.,accident,Alkapuri,Alkapuri,Social Media,High,Negative
Report: Drinking water smells bad in Ajwa Road. Very dangerous situation.,water,Ajwa Road,Ajwa Road,WhatsApp,High,Negative
Urgent: Contaminated water supply in Alkapuri. It is very annoying.,water,Alkapuri,Alkapuri,WhatsApp,High,Negative
Drainage overflow causing water to unexpected levels in Susen Tarsali Ring Road.,flooding,Makarpura,Susen Tarsali Ring Road,Official App,High,Negative
Urgent: Novino Battery bridge is blocked due to heavy traffic.,traffic,Makarpura,Novino Battery,Social Media,High,Negative
Action required: Water logging issue at Gorwa. VMC please help.,flooding,Gorwa,Gorwa,Social Media,High,Negative
Voltage fluctuation damaged appliances in Manjalpur Naka.,electricity,Manjalpur,Manjalpur Naka,Official App,Medium,Negative
Report: Heavy traffic congestion in Parivar Char Rasta during peak hours. Very dangerous situation.,traffic,Waghodia Road,Parivar Char Rasta,Social Media,High,Negative
"Complaint: Andhera hai Nandesari me, lights fix karo. Calling municipal corporation.",electricity,Nandesari,Nandesari,Social Media,Medium,Negative
Uma Char Rasta is completely dark at night.,electricity,Waghodia Road,Uma Char Rasta,Official App,High,Negative
Please check: Frequent power cuts in Subhanpura since yesterday. Calling municipal corporation.,electricity,Subhanpura,Subhanpura,Social Media,Medium,Negative
Cows sitting in the middle of Akota Bridge road.,other,Akota,Akota Bridge,News Headline,Medium,Negative
It's extremely hot in Tarsali Bypass today.,weather,Tarsali,Tarsali Bypass,WhatsApp,Low,Neutral
Action required: Pedestrian hit by a speeding car in Muktanand Three Roads. It's been a week.,accident,Karelibaug,Muktanand Three Roads,Social Media,High,Negative
Urgent: Water is not draining in Mandvi. It's been a week.,flooding,Mandvi,Mandvi,Social Media,High,Negative
Alert: Heavy rain caused flooding near Kala Ghoda. Authorities please take note.,flooding,Kala Ghoda,Kala Ghoda,WhatsApp,High,Negative
Stray cattle blocking traffic at Khanderao Market.,other,Nyay Mandir,Khanderao Market,Official App,Medium,Negative
Complaint: Stray animal menace in GIDC Manjalpur. It is very annoying.,other,Manjalpur,GIDC Manjalpur,Social Media,Medium,Negative
Please check: Unknown person loitering suspiciously in Khanderao Market. Very dangerous situation.,other,Nyay Mandir,Khanderao Market,Social Media,Low,Negative
Sursagar Lake is completely dark at night.,electricity,Nyay Mandir,Sursagar Lake,Official App,High,Negative
Drinking water smells bad in Sama.,water,Sama,Sama,News Headline,Medium,Negative
Strong winds blowing in Sayajigunj.,weather,Sayajigunj,Sayajigunj,Official App,Low,Neutral
Please check: Electric pole looking dangerous in Tarsali Bypass. It is very annoying.,electricity,Tarsali,Tarsali Bypass,WhatsApp,High,Negative
Alert: Garbage not collected in Sama Pond for 3 days. VMC please help.,garbage,Sama,Sama Pond,Social Media,Medium,Negative
Terrible accident on Susen Circle main road.,accident,Tarsali,Susen Circle,Official App,High,Negative
Urgent: Nandesari GIDC is completely dark at night. Calling municipal corporation.,electricity,Nandesari,Nandesari GIDC,Social Media,High,Negative
Low pressure water in Nandesari GIDC.,water,Nandesari,Nandesari GIDC,Official App,Medium,Negative
"Please check: Heatwave alert for Sama, stay indoors. Please resolve asap.",weather,Sama,Sama,WhatsApp,Medium,Negative
Cars parked illegally on Bright School Vasna road causing jam.,traffic,Vasna Road,Bright School Vasna,News Headline,Medium,Negative
Drainage overflow causing water to unexpected levels in Motnath Mahadev.,flooding,Harni,Motnath Mahadev,Official App,High,Negative
Report: Heavy traffic congestion in Karelibaug during peak hours. Please resolve asap.,traffic,Karelibaug,Karelibaug,Social Media,Medium,Negative
Urgent: Contaminated water supply in Sardar Estate. Calling municipal corporation.,water,Ajwa Road,Sardar Estate,Social Media,High,Negative
Alert: Heavy rain caused flooding near Mandvi Gate. Please resolve asap.,flooding,Mandvi,Mandvi Gate,Social Media,High,Negative
Dustbins are overflowing at Subhanpura.,garbage,Subhanpura,Subhanpura,Official App,High,Negative
Complaint: Drainage overflow causing water to unexpected levels in Raopura. Very dangerous situation.,flooding,Raopura,Raopura,WhatsApp,High,Negative
Help needed: Cows sitting in the middle of Sama road. Calling municipal corporation.,other,Sama,Sama,WhatsApp,Medium,Negative
Report: Drinking water smells bad in Gorwa.,water,Gorwa,Gorwa,WhatsApp,Medium,Negative
Urgent: Yellow water coming from tap in Sama Savli Road. Very dangerous situation.,water,Sama,Sama Savli Road,WhatsApp,High,Negative
Please check: Ganda paani aa raha hai Muktanand Three Roads me. Calling municipal corporation.,water,Karelibaug,Muktanand Three Roads,WhatsApp,Medium,Negative
Heavy rain caused flooding near Gotri Hospital.,flooding,Gotri,Gotri Hospital,Official App,High,Negative
Action required: Vishwamitri river water entering Railway Station low lying areas. Please resolve asap.,flooding,Sayajigunj,Railway Station,Social Media,High,Negative
Urgent: Electric pole looking dangerous in Manjalpur. Please resolve asap.,electricity,Manjalpur,Manjalpur,WhatsApp,High,Negative
Need a traffic policeman at Sarabhai Compound junction. It's been a week.,traffic,Kala Ghoda,Sarabhai Compound,WhatsApp,Medium,Negative
Action required: Unseasonal rain in Tarsali. #Vadodara #VMC,weather,Tarsali,Tarsali,WhatsApp,Low,Neutral
Drainage overflow causing water to unexpected levels in Karelibaug. Very dangerous situation.,flooding,Karelibaug,Karelibaug,WhatsApp,High,Negative
Please check: Heavy rain caused flooding near Industrial Area. #Vadodara #VMC,flooding,Nandesari,Industrial Area,Social Media,High,Negative
Very unhygienic conditions in Bright School vegetable market.,garbage,Karelibaug,Bright School,Official App,Medium,Negative
Report: Heavy rain caused flooding near Sayajigunj. #Vadodara #VMC,flooding,Sayajigunj,Sayajigunj,WhatsApp,High,Negative
Urgent: Cleaning not done in Ajwa Road society. Please resolve asap.,garbage,Ajwa Road,Ajwa Road,WhatsApp,High,Negative
Urgent: It's extremely hot in Manjalpur today. VMC please help.,weather,Manjalpur,Manjalpur,WhatsApp,Low,Neutral
Cleaning not done in Sardar Estate society.,garbage,Ajwa Road,Sardar Estate,Official App,Medium,Negative
Very unhygienic conditions in Kala Ghoda vegetable market.,garbage,Kala Ghoda,Kala Ghoda,Official App,Medium,Negative
Water pipeline leakage near Tarsali Bypass.,water,Tarsali,Tarsali Bypass,News Headline,Medium,Negative
Low pressure water in Nandesari. Calling municipal corporation.,water,Nandesari,Nandesari,Social Media,Medium,Negative
Action required: Drainage overflow causing water to unexpected levels in Mental Hospital. Very dangerous situation.,flooding,Karelibaug,Mental Hospital,WhatsApp,High,Negative
Report: Drinking water smells bad in Harni Warasia Ring Road. It's been a week.,water,Harni,Harni Warasia Ring Road,Social Media,Medium,Negative
Report: Vishwamitri river water entering Harni Warasia Ring Road low lying areas. Authorities please take note.,flooding,Harni,Harni Warasia Ring Road,Social Media,High,Negative
Alert: Dead animal near Fatehgunj Circle needs removal. Very dangerous situation.,garbage,Fatehgunj,Fatehgunj Circle,Social Media,High,Negative
Urgent: Wrong side driving is rampant in Kala Ghoda.,traffic,Kala Ghoda,Kala Ghoda,WhatsApp,High,Negative
Help needed: Unknown person loitering suspiciously in Mental Hospital. VMC please help.,other,Karelibaug,Mental Hospital,WhatsApp,Low,Negative
Report: Need a traffic policeman at Air Force Station junction. #Vadodara #VMC,traffic,Makarpura,Air Force Station,Social Media,Medium,Negative
Urgent: Thunderstorm expected in Railway Station. It's been a week.,weather,Sayajigunj,Railway Station,WhatsApp,Low,Neutral
Help needed: Thunderstorm expected in Susen Circle. It's been a week.,weather,Tarsali,Susen Circle,WhatsApp,Low,Neutral
Complaint: No electricity in Iskcon Temple for 4 hours. Please resolve asap.,electricity,Gotri,Iskcon Temple,Social Media,Medium,Negative
Complaint: Unknown person loitering suspiciously in Sama Savli Road. It is very annoying.,other,Sama,Sama Savli Road,WhatsApp,Low,Negative
Bohat garmi hai Parivar Char Rasta me aaj. It is very annoying.,weather,Waghodia Road,Parivar Char Rasta,Social Media,Low,Neutral
"Report: Car collision at Windsor Plaza, ambulance needed. Calling municipal corporation.",accident,Alkapuri,Windsor Plaza,WhatsApp,High,Negative
Illegal encroachment on footpath in Khanderao Market.,other,Nyay Mandir,Khanderao Market,Official App,Medium,Negative
Accident prone zone near Fatehgunj Circle school needs speed breaker.,accident,Fatehgunj,Fatehgunj Circle,Official App,High,Negative
Water is not draining in Eva Mall.,flooding,Manjalpur,Eva Mall,Official App,High,Negative
"Complaint: Andhera hai Susen Circle me, lights fix karo.",electricity,Tarsali,Susen Circle,WhatsApp,Medium,Negative
