text,category,location,source,urgency,sentiment
Please check: Dustbins are overflowing at Vasna Road. Please resolve asap.,Sanitation,Vasna Road,WhatsApp,Medium,Negative
Bad road condition near Nandesari school.,Roads,Nandesari,Official App,Medium,Negative
Dead animal near Harni needs removal. Please resolve asap.,Sanitation,Harni,Social Media,Medium,Negative
Report:  foul smell coming from garbage dump in Karelibaug. Calling municipal corporation.,Sanitation,Karelibaug,WhatsApp,Medium,Negative
Urgent: Kachra pada hai Sayajigunj main road pe. It's been a week.,Sanitation,Sayajigunj,Social Media,High,Negative
Action required:  foul smell coming from garbage dump in Karelibaug. #Vadodara #VMC,Sanitation,Karelibaug,Social Media,Medium,Negative
Please check: Suffocating smell near Waghodia Road GIDC. Please resolve asap.,Pollution,Waghodia Road,WhatsApp,High,Negative
Please check: Huge potholes in Nandesari main road. Very dangerous situation.,Roads,Nandesari,Social Media,Medium,Negative
Terrible chemical smell in Fatehgunj at night.,Pollution,Fatehgunj,Official App,High,Negative
Too many stray dogs in Waghodia Road attacking people.,Stray Animals,Waghodia Road,Official App,Medium,Negative
Air quality is very bad in Gotri.,Pollution,Gotri,Official App,High,Negative
Please check: Yellow water coming from tap in Sama. Very dangerous situation.,Water Supply,Sama,WhatsApp,High,Negative
"Andhera hai Gorwa me, lights fix karo.",Street Lights,Gorwa,Official App,Medium,Negative
Action required: Water logging issue at Subhanpura circle. Authorities please take note.,Waterlogging,Subhanpura,Social Media,High,Negative
Road surface is damaged at Kala Ghoda.,Roads,Kala Ghoda,Official App,Medium,Negative
Factory releasing black smoke near Kala Ghoda.,Pollution,Kala Ghoda,Official App,High,Negative
 foul smell coming from garbage dump in Ajwa Road.,Sanitation,Ajwa Road,News Headline,Medium,Negative
Alert: Water is not draining in Mandvi. Very dangerous situation.,Waterlogging,Mandvi,WhatsApp,High,Negative
Action required: Air quality is very bad in Mandvi. Very dangerous situation.,Pollution,Mandvi,WhatsApp,High,Negative
Bad road condition near Sama school. Authorities please take note.,Roads,Sama,WhatsApp,Medium,Negative
Water logging issue at Kala Ghoda circle.,Waterlogging,Kala Ghoda,Official App,High,Negative
Bad road condition near Gorwa school.,Roads,Gorwa,Official App,Medium,Negative
Dustbins are overflowing at Ajwa Road. Authorities please take note.,Sanitation,Ajwa Road,Social Media,Medium,Negative
Urgent: Barish ka paani Gorwa me bhar gaya hai. Authorities please take note.,Waterlogging,Gorwa,Social Media,High,Negative
"Alert: Andhera hai Waghodia Road me, lights fix karo. #Vadodara #VMC",Street Lights,Waghodia Road,Social Media,Medium,Negative
"Alert: Tarsali road is full of potholes, very dangerous for bikers. #Vadodara #VMC",Roads,Tarsali,Social Media,Medium,Negative
Complaint: Gotri is completely dark at night.,Street Lights,Gotri,Social Media,Medium,Negative
Alert: Kachra pada hai Nandesari main road pe. Authorities please take note.,Sanitation,Nandesari,Social Media,Medium,Negative
Action required: Bad road condition near Makarpura school. Please resolve asap.,Roads,Makarpura,WhatsApp,Medium,Negative
Low pressure water in Alkapuri.,Water Supply,Alkapuri,Official App,High,Negative
Complaint: Dead animal near Karelibaug needs removal. Calling municipal corporation.,Sanitation,Karelibaug,Social Media,Medium,Negative
Blinkering street lights at Gotri crossroad.,Street Lights,Gotri,Official App,Medium,Negative
"Alert: Tarsali road is full of potholes, very dangerous for bikers. Please resolve asap.",Roads,Tarsali,Social Media,Medium,Negative
Action required: Terrible chemical smell in Subhanpura at night.,Pollution,Subhanpura,Social Media,High,Negative
Report: Huge potholes in Manjalpur main road. Please resolve asap.,Roads,Manjalpur,WhatsApp,Medium,Negative
Complaint: Street lights not working in Nyay Mandir. Please resolve asap.,Street Lights,Nyay Mandir,Social Media,Medium,Negative
Action required: Blinkering street lights at Gotri crossroad.,Street Lights,Gotri,Social Media,Medium,Negative
Action required: Dustbins are overflowing at Mandvi.,Sanitation,Mandvi,Social Media,Medium,Negative
Eyes burning due to smoke in Harni.,Pollution,Harni,Official App,High,Negative
Dead animal near Sama needs removal.,Sanitation,Sama,Official App,Medium,Negative
Action required: Stray cattle blocking traffic at Vasna Road. Very dangerous situation.,Stray Animals,Vasna Road,WhatsApp,Medium,Negative
"Report: Andhera hai Tarsali me, lights fix karo. Calling municipal corporation.",Street Lights,Tarsali,WhatsApp,Medium,Negative
Please check: Suffocating smell near Akota GIDC. Very dangerous situation.,Pollution,Akota,Social Media,High,Negative
Low pressure water in Waghodia Road.,Water Supply,Waghodia Road,Official App,High,Negative
Action required: Ganda paani aa raha hai Raopura me. VMC please help.,Water Supply,Raopura,WhatsApp,High,Negative
Urgent: Factory releasing black smoke near Alkapuri. It's been a week.,Pollution,Alkapuri,Social Media,High,Negative
Action required: Street lights not working in Manjalpur. It is very annoying.,Street Lights,Manjalpur,WhatsApp,Medium,Negative
Street lights not working in Alkapuri.,Street Lights,Alkapuri,News Headline,Medium,Negative
Report: Terrible chemical smell in Vasna Road at night. Very dangerous situation.,Pollution,Vasna Road,WhatsApp,High,Negative
Action required: Huge potholes in Fatehgunj main road. Authorities please take note.,Roads,Fatehgunj,Social Media,Medium,Negative
No water supply in Ajwa Road since morning.,Water Supply,Ajwa Road,Official App,High,Negative
Please check: Garbage not collected in Sayajigunj for 3 days. Very dangerous situation.,Sanitation,Sayajigunj,WhatsApp,Medium,Negative
Action required: Cows sitting in the middle of Vasna Road road. Very dangerous situation.,Stray Animals,Vasna Road,Social Media,Medium,Negative
"Report: Andhera hai Nyay Mandir me, lights fix karo.",Street Lights,Nyay Mandir,Social Media,Medium,Negative
Contaminated water supply in Akota.,Water Supply,Akota,News Headline,High,Negative
No water supply in Raopura since morning. It is very annoying.,Water Supply,Raopura,Social Media,High,Negative
Urgent: Stray cattle blocking traffic at Sama. Calling municipal corporation.,Stray Animals,Sama,Social Media,High,Negative
Action required: No water supply in Tarsali since morning. Calling municipal corporation.,Water Supply,Tarsali,WhatsApp,High,Negative
Action required: Stray cattle blocking traffic at Kala Ghoda. Very dangerous situation.,Stray Animals,Kala Ghoda,WhatsApp,Medium,Negative
Report: Too many stray dogs in Ajwa Road attacking people. #Vadodara #VMC,Stray Animals,Ajwa Road,WhatsApp,Medium,Negative
"Help needed: Andhera hai Gorwa me, lights fix karo. VMC please help.",Street Lights,Gorwa,Social Media,Medium,Negative
Complaint: Contaminated water supply in Sayajigunj. Please resolve asap.,Water Supply,Sayajigunj,Social Media,High,Negative
"Action required: Ajwa Road road is full of potholes, very dangerous for bikers. VMC please help.",Roads,Ajwa Road,WhatsApp,Medium,Negative
Blinkering street lights at Sayajigunj crossroad.,Street Lights,Sayajigunj,News Headline,Medium,Negative
Action required: Stray cattle blocking traffic at Sama. VMC please help.,Stray Animals,Sama,Social Media,Medium,Negative
"Action required: Waghodia Road road is full of potholes, very dangerous for bikers. It is very annoying.",Roads,Waghodia Road,Social Media,Medium,Negative
Makarpura is completely dark at night. Please resolve asap.,Street Lights,Makarpura,Social Media,Medium,Negative
Report: Contaminated water supply in Makarpura. VMC please help.,Water Supply,Makarpura,WhatsApp,High,Negative
Alert: Too many stray dogs in Waghodia Road attacking people. VMC please help.,Stray Animals,Waghodia Road,Social Media,Medium,Negative
Stray cattle blocking traffic at Makarpura.,Stray Animals,Makarpura,Official App,Medium,Negative
Gotri is completely dark at night.,Street Lights,Gotri,Official App,Medium,Negative
"Alert: Andhera hai Sayajigunj me, lights fix karo. Please resolve asap.",Street Lights,Sayajigunj,WhatsApp,Medium,Negative
Alert: Huge potholes in Karelibaug main road. Very dangerous situation.,Roads,Karelibaug,Social Media,Medium,Negative
Please check: Stray cattle blocking traffic at Sayajigunj. It's been a week.,Stray Animals,Sayajigunj,Social Media,Medium,Negative
Urgent: Bad road condition near Fatehgunj school. #Vadodara #VMC,Roads,Fatehgunj,Social Media,High,Negative
Complaint: Cows sitting in the middle of Tarsali road. Calling municipal corporation.,Stray Animals,Tarsali,WhatsApp,Medium,Negative
Report: Stray animal menace in Gorwa. It's been a week.,Stray Animals,Gorwa,Social Media,Medium,Negative
Report: Ganda paani aa raha hai Karelibaug me. Authorities please take note.,Water Supply,Karelibaug,WhatsApp,High,Negative
Report: Street lights not working in Makarpura. #Vadodara #VMC,Street Lights,Makarpura,Social Media,Medium,Negative
Yellow water coming from tap in Gotri.,Water Supply,Gotri,News Headline,High,Negative
Dustbins are overflowing at Raopura.,Sanitation,Raopura,Official App,Medium,Negative
Stray animal menace in Makarpura.,Stray Animals,Makarpura,Official App,Medium,Negative
Urgent: Resurfacing needed for Fatehgunj street.,Roads,Fatehgunj,WhatsApp,High,Negative
Huge potholes in Fatehgunj main road. It's been a week.,Roads,Fatehgunj,Social Media,Medium,Negative
Blinkering street lights at Karelibaug crossroad.,Street Lights,Karelibaug,Official App,Medium,Negative
Low pressure water in Waghodia Road.,Water Supply,Waghodia Road,Official App,High,Negative
Action required: Unfinished road work in Makarpura causing dust. Authorities please take note.,Roads,Makarpura,WhatsApp,Medium,Negative
Report: Unfinished road work in Karelibaug causing dust. Very dangerous situation.,Roads,Karelibaug,WhatsApp,Medium,Negative
Action required: Stray cattle blocking traffic at Makarpura. VMC please help.,Stray Animals,Makarpura,Social Media,Medium,Negative
Action required: Cleaning not done in Harni society. It's been a week.,Sanitation,Harni,Social Media,Medium,Negative
Action required: Stray animal menace in Gorwa. It's been a week.,Stray Animals,Gorwa,Social Media,Medium,Negative
Alert: Terrible chemical smell in Makarpura at night. It is very annoying.,Pollution,Makarpura,Social Media,High,Negative
Urgent: Gadde hi gadde hai Akota ke road par. It's been a week.,Roads,Akota,WhatsApp,High,Negative
Urgent: Huge potholes in Sama main road. Calling municipal corporation.,Roads,Sama,Social Media,High,Negative
Help needed: Heavy rain caused flooding near Waghodia Road. Authorities please take note.,Waterlogging,Waghodia Road,Social Media,High,Negative
Heavy rain caused flooding near Alkapuri.,Waterlogging,Alkapuri,Official App,High,Negative
Help needed: Dust pollution is unbearable in Fatehgunj. It is very annoying.,Pollution,Fatehgunj,WhatsApp,High,Negative
"Report: Andhera hai Mandvi me, lights fix karo. It is very annoying.",Street Lights,Mandvi,WhatsApp,Medium,Negative
Stray animal menace in Harni.,Stray Animals,Harni,News Headline,Medium,Negative
Help needed: Manjalpur is completely dark at night.,Street Lights,Manjalpur,WhatsApp,Medium,Negative
Action required: Gorwa is completely submerged. Authorities please take note.,Waterlogging,Gorwa,Social Media,High,Negative
Action required: Blinkering street lights at Ajwa Road crossroad. Very dangerous situation.,Street Lights,Ajwa Road,WhatsApp,Medium,Negative
Please check: Stray cattle blocking traffic at Kala Ghoda.,Stray Animals,Kala Ghoda,Social Media,Medium,Negative
Complaint: Blinkering street lights at Nyay Mandir crossroad. VMC please help.,Street Lights,Nyay Mandir,Social Media,Medium,Negative
Alert: Eyes burning due to smoke in Raopura. Very dangerous situation.,Pollution,Raopura,Social Media,High,Negative
Complaint: Road surface is damaged at Nandesari. It's been a week.,Roads,Nandesari,WhatsApp,Medium,Negative
Nyay Mandir is completely submerged.,Waterlogging,Nyay Mandir,Official App,High,Negative
Action required: Heavy rain caused flooding near Ajwa Road. It's been a week.,Waterlogging,Ajwa Road,Social Media,High,Negative
"Complaint: Andhera hai Manjalpur me, lights fix karo. It is very annoying.",Street Lights,Manjalpur,Social Media,Medium,Negative
Gorwa is completely submerged.,Waterlogging,Gorwa,Official App,High,Negative
Please check: Too many stray dogs in Tarsali attacking people. VMC please help.,Stray Animals,Tarsali,Social Media,Medium,Negative
Urgent: Waghodia Road is completely submerged.,Waterlogging,Waghodia Road,Social Media,High,Negative
Street lights not working in Akota.,Street Lights,Akota,Official App,Medium,Negative
Kachra pada hai Vasna Road main road pe.,Sanitation,Vasna Road,News Headline,Medium,Negative
Complaint: Huge potholes in Fatehgunj main road.,Roads,Fatehgunj,WhatsApp,Medium,Negative
Too many stray dogs in Sayajigunj attacking people.,Stray Animals,Sayajigunj,News Headline,Medium,Negative
Street lights not working in Tarsali.,Street Lights,Tarsali,Official App,Medium,Negative
Please check: Terrible chemical smell in Raopura at night. VMC please help.,Pollution,Raopura,Social Media,High,Negative
Urgent: Too many stray dogs in Gorwa attacking people. Authorities please take note.,Stray Animals,Gorwa,WhatsApp,High,Negative
Complaint: Yellow water coming from tap in Gotri. It is very annoying.,Water Supply,Gotri,Social Media,High,Negative
Kachra pada hai Nyay Mandir main road pe.,Sanitation,Nyay Mandir,News Headline,Medium,Negative
Please check: Too many stray dogs in Nyay Mandir attacking people. It's been a week.,Stray Animals,Nyay Mandir,Social Media,Medium,Negative
Air quality is very bad in Gorwa.,Pollution,Gorwa,Official App,High,Negative
Cleaning not done in Harni society.,Sanitation,Harni,Official App,Medium,Negative
Please check: Dustbins are overflowing at Subhanpura. It's been a week.,Sanitation,Subhanpura,Social Media,Medium,Negative
Help needed: Yellow water coming from tap in Mandvi.,Water Supply,Mandvi,Social Media,High,Negative
Action required: Cows sitting in the middle of Waghodia Road road. #Vadodara #VMC,Stray Animals,Waghodia Road,WhatsApp,Medium,Negative
Alert: Dust pollution is unbearable in Gotri. VMC please help.,Pollution,Gotri,Social Media,High,Negative
Complaint: Factory releasing black smoke near Gotri. VMC please help.,Pollution,Gotri,Social Media,High,Negative
Help needed: Garbage not collected in Harni for 3 days. VMC please help.,Sanitation,Harni,Social Media,Medium,Negative
"Alert: Alkapuri road is full of potholes, very dangerous for bikers. Authorities please take note.",Roads,Alkapuri,WhatsApp,Medium,Negative
"Andhera hai Subhanpura me, lights fix karo.",Street Lights,Subhanpura,Official App,Medium,Negative
